# BEADS_RUST conformance cases: name<TAB>argv (JSON string array)
# Every case runs in the ws-run sandbox (scripts/ws-run.sh --help): a fresh workspace at /mnt/proj, a pinned
# instant, a cleared environment. Leading pseudo-arguments select the inputs:
#   @fx=<name>    goldens/fixtures/<name>.jsonl becomes .beads/issues.jsonl (default: empty; `none` = no .beads at all)
#   @time=<UTC>   the pinned instant (default 2026-01-02 03:04:05)
#   @scn=<name>   a multi-step scenario, goldens/scenarios/<name>.scn
# When a run changes the store, `--- .beads/issues.jsonl ---` (and last-touched) follow the command's stdout.
# Capture:  scripts/golden-capture.sh goldens/cases.tsv goldens --timeout 60 -- scripts/ws-run.sh --oracle br --no-db ::
# Floor:    scripts/floor.sh goldens/cases.tsv goldens --repeat 3 -- scripts/ws-run.sh --oracle br --no-db ::
# Check:    LANE_WRAP=scripts/ws-run.sh scripts/lanes.sh goldens/cases.tsv goldens "$PWD/port/main.bend"
usage_none	[]
create_priority_plus	["create", "X", "-p", "+1", "--silent"]
create_priority_p_zero_pad	["create", "X", "-p", "P01", "--json"]
error_create_priority_zero_pad_high	["create", "X", "-p", "05"]
error_create_priority_p_negative	["create", "X", "-p", "p-1", "--json"]
error_create_priority_plus_alone	["create", "X", "-p", "+"]
update_priority_zero_pad	["@fx=basic", "update", "proj-mta", "-p", "00", "--json"]
list_priority_zero_pad	["@fx=basic", "list", "-p", "01", "--json"]
create_estimate_max	["create", "X", "-e", "525960", "--json"]
error_create_estimate_over	["create", "X", "-e", "525961"]
error_create_estimate_negative_json	["create", "X", "--estimate=-5", "--json"]
error_q_estimate_over	["q", "X", "--estimate", "600000"]
error_update_estimate_over_json	["@fx=basic", "update", "proj-mta", "--estimate", "600000", "--json"]
error_update_estimate_negative	["@fx=basic", "update", "proj-mta", "--estimate=-5"]
error_update_three_checks	["@time=2025-12-01 00:00:00", "@fx=basic", "update", "proj-mta", "--estimate", "600000", "--title", ""]
error_update_extref_space	["@fx=basic", "update", "proj-mta", "--external-ref", " x"]
create_extref_empty_plain	["create", "X", "--external-ref", ""]
create_status_closed_json	["create", "X", "--status", "closed", "--json"]
create_dry_run_deps_json	["@fx=basic", "create", "K", "--deps", "proj-mta,external:x", "--dry-run", "--json"]
create_dry_run_silent_json	["create", "X", "--dry-run", "--silent", "--json"]
create_dry_run_silent_quiet	["create", "X", "--dry-run", "--silent", "-q"]
update_append_three	["@fx=basic", "update", "proj-b75", "--append-notes", "a", "--append-notes", "b", "--append-notes", "c"]
delete_hard_events_out_same	["@fx=events_out_same", "delete", "proj-aaa", "--hard", "--force", "--json"]
delete_hard_events_in_diff	["@fx=events_in_diff", "delete", "proj-aaa", "--hard", "--force", "--json"]
delete_hard_events_two	["@fx=events_two", "delete", "proj-aaa", "proj-bbb", "--hard", "--force", "--json"]
delete_hard_labels_only	["@fx=basic", "delete", "proj-b75", "--hard", "--json"]
delete_reason_empty_plain	["@fx=basic", "delete", "proj-5u2", "--reason", ""]
error_conflict_show_plain	["@fx=conflict", "show", "proj-aaa"]
error_conflict_show_missing	["@fx=conflict", "show", "zzz"]
error_conflict_dep_list	["@fx=conflict", "dep", "list", "proj-aaa"]
r20_s_status_ip	["@fx=basic", "search", "i", "--status", "in_progress"]
r20_s_status_ip_json	["@fx=basic", "search", "i", "-s", "in_progress", "--json"]
r20_s_type_two	["@fx=basic", "search", "e", "-t", "bug", "-t", "docs"]
r20_s_type_upper	["@fx=basic", "search", "e", "-t", "Task", "--json"]
r20_s_labelany_json	["@fx=basic", "search", "a", "--label-any", "db", "--json"]
r20_s_assignee_alice_json	["@fx=basic", "search", "u", "--assignee", "alice", "--json"]
r20_s_unassigned	["@fx=basic", "search", "e", "--unassigned"]
r20_s_sort_priority_rev	["@fx=basic", "search", "e", "--sort", "priority", "--reverse"]
r20_s_sort_updated_json	["@fx=basic", "search", "t", "--sort", "updated", "--json"]
r20_s_sort_title_all	["@fx=basic", "search", "e", "--sort", "title", "--all"]
r20_s_offset_limit	["@fx=basic", "search", "e", "--offset", "2", "--limit", "2", "--json"]
r20_s_offset_past	["@fx=basic", "search", "e", "--offset", "50"]
r20_s_offset_past_json	["@fx=basic", "search", "e", "--offset", "50", "--json"]
r20_s_limit1_json	["@fx=basic", "search", "e", "--limit", "1", "--json"]
r20_s_limit_all_hidden	["@fx=basic", "search", "e", "--limit", "2"]
r20_s_all_json	["@fx=basic", "search", "work", "--all", "--json"]
r20_s_hidden_json	["@fx=basic", "search", "work", "--json"]
r20_s_comment_text	["@fx=basic", "search", "staging"]
r20_s_comment_text_json	["@fx=basic", "search", "STAGING", "--json"]
r20_s_desc_tab	["@fx=basic", "search", "two\ttabbed"]
r20_s_punct_amp	["@fx=basic", "search", "& <tags>"]
r20_s_punct_pct	["@fx=basic", "search", "%"]
r20_s_emdash	["@fx=basic", "search", "—"]
r20_s_id_partial	["@fx=basic", "search", "proj-"]
r20_s_id_upper	["@fx=basic", "search", "PTP", "--json"]
r20_s_padded	["@fx=basic", "search", "  auth  "]
r20_s_newline_q	["@fx=basic", "search", "Line one\nLine two"]
r20_s_priority_range	["@fx=basic", "search", "e", "-p", "0,1"]
r20_s_priority_max	["@fx=basic", "search", "e", "--priority-max", "1", "--json"]
r20_s_deferred_flag	["@fx=basic", "search", "e", "--deferred", "--json"]
r20_s_title_contains	["@fx=basic", "search", "e", "--title-contains", "API"]
r20_s_desc_contains	["@fx=basic", "search", "e", "--desc-contains", "TABLES"]
r20_s_id_filter_two	["@fx=basic", "search", "e", "--id", "proj-mta", "--id", "proj-5u2"]
r20_s_large_sort	["@fx=large", "search", "auth", "--limit", "3", "--sort", "title", "--json"]
r20_s_large_default	["@fx=large", "search", "login"]
r20_s_large_count_limit0	["@fx=large", "search", "docs", "--limit", "0", "--format", "csv"]
r20_s_unicode_desc_body	["@fx=unicode_desc", "search", "büro"]
r20_s_long_texts_comment	["@fx=long_texts", "search", "a", "--json", "--limit", "1"]
r20_s_custom_status	["@fx=custom_status", "search", "t", "--json"]
r20_s_status_spellings	["@fx=status_spellings", "search", "e", "--all"]
r20_s_template	["@fx=template", "search", "a"]
r20_s_tree_pc	["@fx=tree", "search", "Child 1", "--sort", "title"]
r20_s_csv_quoting	["@fx=csv_quoting", "search", "x", "--format", "csv"]
r20_s_wrap_long	["@fx=basic", "search", "Ünï", "--long"]
r20_s_quiet	["@fx=basic", "search", "auth", "--quiet"]
r20_d_add_dup_blocks	["@fx=basic", "dep", "add", "proj-170", "proj-mta", "--json"]
r20_d_add_related_existing_blocks	["@fx=basic", "dep", "add", "proj-170", "proj-mta", "-t", "related"]
r20_d_add_discovered_json	["@fx=basic", "dep", "add", "proj-5u2", "proj-ptp", "-t", "discovered-from", "--json"]
r20_d_add_waits_plain	["@fx=basic", "dep", "add", "proj-5u2", "proj-ptp", "-t", "waits-for"]
r20_d_add_condblocks_json	["@fx=basic", "dep", "add", "proj-5u2", "proj-ptp", "-t", "conditional-blocks", "--json"]
r20_d_add_custom_type_json	["@fx=basic", "dep", "add", "proj-5u2", "proj-ptp", "-t", "my-type", "--json"]
r20_d_add_self_pc	["@fx=basic", "dep", "add", "proj-mta", "proj-mta", "-t", "parent-child"]
r20_d_add_self_related_json	["@fx=basic", "dep", "add", "proj-mta", "proj-mta", "-t", "related", "--json"]
r20_d_add_missing_src_json	["@fx=basic", "dep", "add", "proj-zzz", "proj-mta", "--json"]
r20_d_add_ext_json	["@fx=basic", "dep", "add", "proj-mta", "external:proj:thing", "--json"]
r20_d_add_ext_related	["@fx=basic", "dep", "add", "proj-mta", "external:a", "-t", "related"]
r20_d_add_ext_empty	["@fx=basic", "dep", "add", "proj-mta", "external:"]
r20_d_add_to_closed	["@fx=basic", "dep", "add", "proj-5u2", "proj-mkh", "--json"]
r20_d_add_from_closed	["@fx=basic", "dep", "add", "proj-mkh", "proj-5u2"]
r20_d_add_partial_ids	["@fx=basic", "dep", "add", "5u2", "ptp", "--json"]
r20_d_add_quiet_json	["@fx=basic", "dep", "add", "proj-5u2", "proj-ptp", "-q", "--json"]
r20_d_add_actor_json	["@fx=basic", "--actor", "zed", "dep", "add", "proj-5u2", "proj-ptp", "--json"]
r20_d_rm_missing_edge_json	["@fx=basic", "dep", "remove", "proj-5u2", "proj-ptp", "--json"]
r20_d_rm_type_mismatch	["@fx=basic", "dep", "remove", "proj-170", "proj-mta", "-t", "related", "--json"]
r20_d_rm_related	["@fx=basic", "dep", "rm", "proj-5u2", "proj-170", "-t", "related"]
r20_d_rm_ext	["@fx=dep_external_ok", "dep", "remove", "proj-a1", "external:other:x", "--json"]
r20_d_rm_missing_target	["@fx=basic", "dep", "remove", "proj-170", "proj-zzz"]
r20_d_list_up_pc	["@fx=basic", "dep", "list", "proj-uly", "--direction", "up", "-t", "parent-child", "--json"]
r20_d_list_both_related	["@fx=basic", "dep", "list", "proj-170", "--direction", "both", "-t", "related"]
r20_d_list_both_blocks_json	["@fx=graph", "dep", "list", "proj-tip", "--direction", "both", "-t", "blocks", "--json"]
r20_d_list_ext_types	["@fx=r12_dep_ext_types", "dep", "list", "proj-a5", "--json"]
r20_d_list_ext_types_plain	["@fx=r12_dep_ext_types", "dep", "list", "proj-a1"]
r20_d_list_show_mix	["@fx=r12_show_mix", "dep", "list", "proj-a1", "--direction", "both"]
r20_d_list_show_mix_json	["@fx=r12_show_mix", "dep", "list", "proj-a1", "--direction", "up", "--json"]
r20_d_list_propagate	["@fx=r12_propagate", "dep", "list", "proj-p1", "-t", "waits-for", "--json"]
r20_d_tree_tree_up	["@fx=tree", "dep", "tree", "proj-abk.10.1", "--direction", "up", "--json"]
r20_d_tree_tree_both	["@fx=tree", "dep", "tree", "proj-abk.3", "--direction", "both"]
r20_d_tree_propagate	["@fx=r12_propagate", "dep", "tree", "proj-h1", "--direction", "up"]
r20_d_tree_propagate_json	["@fx=r12_propagate", "dep", "tree", "proj-x1", "--direction", "up", "--json"]
r20_d_tree_diamond_mermaid	["@fx=r12_diamond", "dep", "tree", "proj-f1", "--format", "mermaid"]
r20_d_tree_diamond	["@fx=r12_diamond", "dep", "tree", "proj-f1", "--max-depth", "2"]
r20_l_add_three_ids_two_labels	["@fx=basic", "label", "add", "proj-mta", "proj-5u2", "proj-7vm", "-l", "p,q", "--json"]
r20_l_add_mixed_existing	["@fx=basic", "label", "add", "proj-mta", "proj-170", "-l", "db", "-l", "new"]
r20_l_add_uppercase_l	["@fx=basic", "label", "add", "proj-ptp", "-l", "Front,END"]
r20_l_add_empty_l	["@fx=basic", "label", "add", "proj-ptp", "-l", ""]
r20_l_add_comma_only	["@fx=basic", "label", "add", "proj-ptp", "-l", ",", "--json"]
r20_l_add_colon_space	["@fx=basic", "label", "add", "proj-ptp", "a b", "--json"]
r20_l_add_missing_mid	["@fx=basic", "label", "add", "proj-ptp", "proj-zzz", "-l", "u"]
r20_l_add_quiet_json	["@fx=basic", "label", "add", "proj-ptp", "-l", "u", "-q", "--json"]
r20_l_rm_three_ids	["@fx=basic", "label", "remove", "proj-mta", "proj-170", "proj-ptp", "-l", "backend,zzz", "--json"]
r20_l_rm_all_labels	["@fx=basic", "label", "remove", "proj-mta", "db", "backend"]
r20_l_rm_missing_json	["@fx=basic", "label", "remove", "proj-zzz", "-l", "a", "--json"]
r20_l_rename_quiet_json	["@fx=basic", "label", "rename", "auth", "security", "--json", "-q"]
r20_l_rename_bad_json	["@fx=basic", "label", "rename", "auth", "bad name!", "--json"]
r20_l_rename_actor	["@fx=basic", "--actor", "ren", "label", "rename", "auth", "security"]
r20_l_rename_empty	["@fx=basic", "label", "rename", "auth", ""]
r20_l_rename_precision	["@fx=precision", "label", "rename", "alpha", "beta", "--json"]
r20_l_listall_many	["@fx=v_labels_many", "label", "list-all"]
r20_l_list_many_json	["@fx=v_labels_many", "label", "list", "proj-aab", "--json"]
r20_l_list_partial	["@fx=basic", "label", "list", "170"]
r20_m_add_file_issues	["@fx=basic", "comments", "add", "proj-mta", "--file", ".beads/issues.jsonl", "--json"]
r20_m_add_file_cfg	["@fx=cfg_quoted", "comments", "add", "proj-mta", "-f", ".beads/config.yaml"]
r20_m_add_file_and_text	["@fx=basic_touched", "comments", "add", "proj-b75", "extra", "-f", ".beads/last-touched"]
r20_m_add_actor_author	["@fx=basic", "--actor", "act", "comments", "add", "proj-mta", "x", "--author", "auth", "--json"]
r20_m_add_unicode_long	["@fx=basic", "comments", "add", "proj-ptp", "ßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßßß", "--json"]
r20_m_add_ctrl	["@fx=basic", "comments", "add", "proj-ptp", "bell\u0007 esc\u001b nul-free", "--json"]
r20_m_add_closed_plain	["@fx=basic", "comments", "add", "proj-mkh", "note"]
r20_m_list_json_trailing	["@fx=comment_trailing_ws", "comments", "list", "proj-a1", "--json"]
r20_m_list_wrap	["@fx=long_texts", "comments", "list", "proj-a1", "--wrap"]
r20_m_shorthand_wrap	["@fx=basic", "comments", "proj-ptp", "--wrap"]
r20_m_list_empty_json	["@fx=basic", "comments", "list", "proj-mta", "--json", "--quiet"]
r20_st_tree_json	["@fx=tree", "stats", "--json"]
r20_st_r12_propagate	["@fx=r12_propagate", "stats"]
r20_st_r12_diamond	["@fx=r12_diamond", "stats"]
r20_st_r12_diamond_json	["@fx=r12_diamond", "stats", "--json"]
r20_st_status_spellings_json	["@fx=status_spellings", "stats", "--json"]
r20_st_custom_status_json	["@fx=custom_status", "stats", "--json"]
r20_st_template_json	["@fx=template", "stats", "--json"]
r20_st_large_by_label_json	["@fx=large", "stats", "--by-label", "--by-assignee", "--json"]
r20_ep_tree_eligible	["@fx=tree", "epic", "status", "--eligible-only", "--json"]
r20_ep_propagate	["@fx=r12_propagate", "epic", "status"]
r20_ep_large_json	["@fx=large", "epic", "status", "--json"]
r20_rd_large	["@fx=large", "ready", "--limit", "5"]
r20_rd_large_json	["@fx=large", "ready", "--json", "--limit", "2", "--sort", "oldest"]
r20_rd_large_label	["@fx=large", "ready", "-l", "db", "--sort", "priority", "--limit", "4"]
r20_bl_large_json	["@fx=large", "blocked", "--json"]
r20_x_empty_optionals_list	["@fx=empty_optionals", "list", "--json", "--all"]
r20_x_lead_subsecond_list	["@fx=lead_subsecond", "list", "--json", "--all"]
r20_x_lead_subsecond_show	["@fx=lead_subsecond", "show", "proj-a1"]
r20_x_comment_trailing_ws_list	["@fx=comment_trailing_ws", "list", "--json", "--all"]
r20_x_micros_show	["@fx=micros", "show", "proj-aac"]
r20_x_timespell_show	["@fx=timespell", "show", "proj-aab"]
r20_x_empty_texts_list	["@fx=empty_texts", "list", "--json", "--all"]
r20_x_v_labels_many_list	["@fx=v_labels_many", "list", "--json", "--all"]
r20_x_v_labels_many_show	["@fx=v_labels_many", "show", "proj-aab"]
r20_x_dup_id_list	["@fx=dup_id", "list", "--json", "--all"]
r20_x_malformed_count	["@fx=malformed", "count"]
r20_x_malformed_stats	["@fx=malformed", "stats", "--json"]
r20_x_precision_count_by	["@fx=precision", "count", "--by", "label"]
r20_x_notutf8_count	["@fx=notutf8", "count"]
r20_mu_close_mixed_json	["@fx=basic", "close", "proj-mta", "proj-zzz", "proj-mkh", "--json"]
r20_mu_close_mixed_quiet	["@fx=basic", "close", "proj-mta", "proj-mkh", "-q"]
r20_mu_close_actor_reason	["@fx=basic", "--actor", "cl", "close", "proj-5u2", "proj-b75", "-r", "dup", "--json"]
r20_mu_reopen_mixed_json	["@fx=basic", "reopen", "proj-mkh", "proj-mta", "proj-zzz", "--json"]
r20_mu_reopen_quiet_reason	["@fx=basic", "reopen", "proj-mkh", "-r", "again", "-q"]
r20_mu_reopen_actor	["@fx=basic", "--actor", "ro", "reopen", "proj-mkh", "--reason", "-lead", "--json"]
r20_mu_defer_quiet	["@fx=basic", "defer", "proj-mta", "proj-5u2", "--until", "2027-01-01", "-q"]
r20_mu_defer_mixed_json	["@fx=basic", "defer", "proj-mta", "proj-mkh", "proj-7vm", "--until", "+2d", "--json"]
r20_mu_defer_actor	["@fx=basic", "--actor", "df", "defer", "proj-ptp", "--until", "next-week"]
r20_mu_undefer_quiet	["@fx=basic", "undefer", "proj-7vm", "-q"]
r20_mu_undefer_mixed_json	["@fx=basic", "undefer", "proj-7vm", "proj-zzz", "--json"]
r20_mu_claim_actor	["@fx=basic", "--actor", "cla", "update", "proj-mta", "proj-5u2", "--claim"]
r20_mu_claim_taken	["@fx=basic", "--actor", "cla", "update", "proj-ptp", "--claim", "--json"]
r20_mu_claim_quiet	["@fx=basic", "update", "proj-mta", "--claim", "-q"]
r20_mu_delete_quiet	["@fx=basic", "delete", "proj-b75", "-q"]
r20_mu_delete_actor_json	["@fx=basic", "--actor", "del", "delete", "proj-7vm", "--reason", "old", "--json"]
r20_mu_update_multi_quiet	["@fx=basic", "update", "proj-mta", "proj-5u2", "-p", "0", "--quiet"]
r20_mu_update_mixed_json	["@fx=basic", "update", "proj-mta", "proj-zzz", "--assignee", "q", "--json"]
search_priority_range_refused	["@fx=basic", "search", "e", "-p", "1-2"]
search_priority_word_refused	["@fx=basic", "search", "e", "-p", "high"]
search_priority_repeated	["@fx=basic", "search", "e", "-p", "1", "-p", "2"]
search_priority_spaced	["@fx=basic", "search", "e", "-p", " 1 "]
error_search_priority_list_json	["@fx=basic", "search", "e", "-p", "0,1", "--json"]
dep_list_ext_titles	["@fx=ext_titles", "dep", "list", "proj-aaa"]
dep_list_ext_titles_json	["@fx=ext_titles", "dep", "list", "proj-aaa", "--json"]
dep_tree_ext_titles	["@fx=ext_titles", "dep", "tree", "proj-aaa"]
show_ext_titles	["@fx=ext_titles", "show", "proj-aaa"]
error_update_add_label_empty	["@fx=basic", "update", "proj-mta", "--add-label", ""]
error_update_remove_label_empty	["@fx=basic", "update", "proj-mta", "--remove-label", ""]
update_set_labels_empty_plain	["@fx=basic", "update", "proj-mta", "--set-labels", ""]
error_label_add_positional_empty	["@fx=basic", "label", "add", "proj-ptp", ""]
error_label_remove_flag_empty	["@fx=basic", "label", "remove", "proj-ptp", "-l", ""]
label_add_flag_trailing_comma	["@fx=basic", "label", "add", "proj-ptp", "-l", "x,"]
error_label_add_empty_before_ids	["@fx=basic", "label", "add", "zzz", "-l", ""]
error_label_rename_to_empty_json	["@fx=basic", "label", "rename", "auth", "", "--json"]
error_label_rename_from_empty	["@fx=basic", "label", "rename", "", "x"]
dep_tree_ext_titles_json	["@fx=ext_titles", "dep", "tree", "proj-aaa", "--json"]
r21_ws_cwd_deep_list_json	["@fx=basic", "@cwd=a/b/c", "list", "--json", "--limit", "1"]
r21_ws_cwd_deep_create	["@fx=basic", "@cwd=a/b", "create", "deep one", "--json"]
r21_ws_none_cwd_where	["@fx=none", "@cwd=sub", "where"]
r21_ws_none_where_json	["@fx=none", "where", "--json"]
r21_ws_nostore_where_json	["@fx=nostore", "where", "--json"]
r21_ws_nostore_create_json	["@fx=nostore", "create", "first", "--json"]
r21_ws_nostore_ready_json	["@fx=nostore", "ready", "--json"]
r21_ws_beadsdir_trailing_slash	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads/", "where"]
r21_ws_beadsdir_relative	["@fx=basic", "@env=BEADS_DIR=.beads", "where"]
r21_ws_beadsdir_projroot	["@fx=basic", "@env=BEADS_DIR=/mnt/proj", "count"]
r21_ws_beadsdir_file	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads/issues.jsonl", "count", "--json"]
r21_ws_beadsdir_none_fx	["@fx=none", "@env=BEADS_DIR=/mnt/proj/.beads", "where", "--json"]
r21_ws_beadsdir_create	["@fx=basic", "@env=BEADS_DIR=/mnt/proj/.beads", "@cwd=x", "create", "via env", "--json"]
r21_ws_beadsdb_env	["@fx=basic", "@env=BEADS_DB=/mnt/proj/.beads/beads.db", "where"]
r21_ws_redirect_rel_cwd	["@fx=redirect_relative", "@cwd=sub", "where", "--json"]
r21_ws_redirect_parent_create	["@fx=redirect_parent_rel", "create", "via redirect", "--json"]
r21_ws_redirect_self_list	["@fx=redirect_self", "list", "--json", "--limit", "1"]
r21_ws_redirect_padded_json	["@fx=redirect_padded", "count", "--json"]
r21_ws_redirect_missing_create_json	["@fx=redirect_missing", "create", "x", "--json"]
r21_ws_redirect_oversize_json	["@fx=redirect_oversize", "list", "--json"]
r21_ws_redirect_beadsdir_rel	["@fx=redirect_relative", "@env=BEADS_DIR=/mnt/proj/.beads", "where"]
r21_jr_reopen_open	["@fx=basic", "reopen", "proj-mta", "--json"]
r21_jr_undefer_open	["@fx=basic", "undefer", "proj-mta", "--json"]
r21_jr_defer_closed_until	["@fx=basic", "defer", "proj-mkh", "--until", "+1d", "--json"]
r21_jr_update_bad_status	["@fx=basic", "update", "proj-mta", "--status", "BOGUS status", "--json"]
r21_jr_update_prio_word	["@fx=basic", "update", "proj-mta", "-p", "high", "--json"]
r21_jr_update_title_empty	["@fx=basic", "update", "proj-mta", "--title", "  ", "--json"]
r21_jr_update_est_neg	["@fx=basic", "update", "proj-mta", "--estimate", "-5", "--json"]
r21_jr_update_est_max	["@fx=basic", "update", "proj-mta", "--estimate", "525961", "--json"]
r21_jr_update_due_bad	["@fx=basic", "update", "proj-mta", "--due", "someday", "--json"]
r21_jr_update_defer_bad	["@fx=basic", "update", "proj-mta", "--defer", "31/12/2026", "--json"]
r21_jr_update_parent_self	["@fx=basic", "update", "proj-mta", "--parent", "proj-mta", "--json"]
r21_jr_update_parent_missing	["@fx=basic", "update", "proj-mta", "--parent", "proj-zzz", "--json"]
r21_jr_update_label_bad	["@fx=basic", "update", "proj-mta", "--add-label", "no way", "--json"]
r21_jr_update_claim_other	["@fx=basic", "--actor", "carol", "update", "proj-ptp", "--claim", "--json"]
r21_jr_create_title_long	["@fx=basic", "create", "xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx", "--json"]
r21_jr_create_prio9	["@fx=basic", "create", "t", "-p", "9", "--json"]
r21_jr_create_label_bad	["@fx=basic", "create", "t", "-l", "a b", "--json"]
r21_jr_create_parent_missing	["@fx=basic", "create", "t", "--parent", "proj-zzz", "--json"]
r21_jr_create_dep_missing	["@fx=basic", "create", "t", "--deps", "proj-zzz", "--json"]
r21_jr_dep_cycle	["@fx=graph", "dep", "add", "proj-tip", "proj-697", "--json"]
r21_jr_comment_missing	["@fx=basic", "comments", "add", "proj-zzz", "hi", "--json"]
r21_jr_delete_missing	["@fx=basic", "delete", "proj-zzz", "--json"]
r21_jr_close_suggest_two	["@fx=basic", "close", "proj-mta", "proj-5u2", "--suggest-next", "--json"]
r21_jr_ambiguous_update	["@fx=precision", "update", "aa", "-p", "1", "--json"]
r21_jr_label_rm_missing	["@fx=basic", "label", "remove", "proj-zzz", "x", "--json"]
r21_up_closed_multi	["@fx=basic", "update", "proj-mkh", "-p", "0", "-t", "bug", "--assignee", "zed", "--json"]
r21_up_closed_to_open_notes	["@fx=basic", "update", "proj-mkh", "--status", "open", "--notes", "back", "--json"]
r21_up_deferred_defer_clear	["@fx=basic", "update", "proj-7vm", "--defer", "", "--json"]
r21_up_deferred_inprog_claim	["@fx=basic", "--actor", "amy", "update", "proj-7vm", "--status", "in_progress", "--claim", "--json"]
r21_up_deferred_due_defer	["@fx=basic", "update", "proj-7vm", "--due", "2026-02-01", "--defer", "2026-03-01", "--json"]
r21_up_open_status_deferred	["@fx=basic", "update", "proj-ptp", "--status", "deferred", "--json"]
r21_up_close_via_update_blocked	["@fx=basic", "update", "proj-170", "--status", "closed", "--json"]
r21_up_close_via_update_plain	["@fx=basic", "update", "proj-5u2", "--status", "closed", "-p", "4"]
r21_up_closed_closed	["@fx=basic", "update", "proj-mkh", "--status", "closed", "--json"]
r21_up_tomb_multi	["@fx=r12_epics", "update", "proj-c3", "-p", "1", "--title", "revived", "--json"]
r21_up_tomb_status_open	["@fx=tomb_collide", "update", "proj-u5m", "--status", "open", "--json"]
r21_up_source_repo	["@fx=basic", "update", "proj-mta", "--source-repo", "other", "--json"]
r21_up_source_repo_path	["@fx=basic", "update", "proj-mta", "--source-repo-path", "/elsewhere"]
r21_up_ext_owner_est	["@fx=basic", "update", "proj-mta", "--external-ref", "gh-1", "--owner", "o@x", "--estimate", "30", "--json"]
r21_up_add_rm_same_label	["@fx=basic", "update", "proj-170", "--add-label", "auth", "--remove-label", "auth", "--json"]
r21_up_set_labels_add	["@fx=basic", "update", "proj-b75", "--set-labels", "", "--add-label", "x", "--json"]
r21_up_title_padded	["@fx=basic", "update", "proj-mta", "--title", "  padded  ", "--json"]
r21_up_agent_ctx	["@fx=basic", "update", "proj-mta", "--agent-context", "ctx", "--session", "s1", "--json"]
r21_up_deferred_multi_ids	["@fx=basic", "update", "proj-7vm", "proj-mkh", "proj-mta", "--priority", "3", "--json"]
r21_up_claim_deferred_held	["@fx=claim_deferred_held", "--actor", "bob", "update", "proj-a1", "--claim", "--json"]
r21_up_type_custom_closed	["@fx=basic", "update", "proj-mkh", "-t", "Spike", "--design", "d", "--json"]
r21_up_desc_ctrl	["@fx=basic", "update", "proj-mta", "-d", "tab\there\r\nnext", "--json"]
r21_cl_graph_tip_suggest_json	["@fx=graph", "close", "proj-tip", "--suggest-next", "--json"]
r21_cl_graph_a14_suggest	["@fx=graph", "close", "proj-a14", "--suggest-next", "--json"]
r21_cl_graph_kxh_suggest	["@fx=graph", "close", "proj-kxh", "--suggest-next"]
r21_cl_graph_ah0_force_suggest	["@fx=graph", "close", "proj-ah0", "--force", "--suggest-next", "--json"]
r21_cl_hier_ig8_suggest	["@fx=hierarchy", "close", "proj-ig8", "--suggest-next", "--json"]
r21_cl_hier_in9_force_suggest	["@fx=hierarchy", "close", "proj-in9", "--force", "--suggest-next"]
r21_cl_basic_mta_suggest_q	["@fx=basic", "close", "proj-mta", "--suggest-next", "-q"]
r21_cl_basic_170_force_reason	["@fx=basic", "close", "proj-170", "--force", "-r", "done anyway", "--json"]
r21_cl_tree_root_force	["@fx=tree", "close", "proj-abk", "--force", "-q"]
r21_cl_diamond_a1_suggest	["@fx=r12_diamond", "close", "proj-a1", "--suggest-next", "--json"]
r21_cl_diamond_b1_force	["@fx=r12_diamond", "close", "proj-b1", "--force", "--suggest-next"]
r21_cl_cycle_three_force	["@fx=cycle_three", "close", "proj-a1", "--force", "--suggest-next", "--json"]
r21_cl_suggest_closed	["@fx=basic", "close", "proj-mkh", "--suggest-next", "--json"]
